product_id,card_name,set_code,card_number,rarity,card_type,printing,market_price,low_price,snapshot_date
636546,Monkey.D.Luffy (Beginners Deck Party [ST-23] - [ST-28] Winner Pack),OP-PR,ST16-005,C,Character,Foil,142.56,144.88,2026-05-04
539187,Sanji (Online Regional 2024) [Finalist],OP-PR,OP03-102,R,Character,Foil,141.8,248.0,2026-05-04
680493,Monkey.D.Luffy (Japanese Version 3rd Anniversary Set),OP-PR,OP09-119,SEC,Character,Foil,139.22,126.98,2026-05-04
681870,DON!! Card (Red Bull Double Don!!),OP-PR,,DON!!,DON!!,Foil,136.2,125.0,2026-05-04
585986,Monkey.D.Luffy (091) (Online Regional 2024 Vol. 3),OP-PR,OP07-091,R,Character,Normal,130.25,195.99,2026-05-04
579991,CS 2024 Event Pack,OP-PR,,,,Normal,129.16,599.0,2026-05-04
566951,Premium Card Collection -Leader Collection-,OP-PR,,,,Normal,128.72,124.99,2026-05-04
504466,Premium Card Collection -ONE PIECE FILM RED Edition-,OP-PR,,,,Normal,127.21,120.88,2026-05-04
482222,Koby (Online Regional 2023) [Finalist],OP-PR,OP02-098,PR,Character,Foil,125.07,350.0,2026-05-04
647759,Usopp (Official Playmat -Limited Edition Vol. 3-),OP-PR,OP10-042,L,Leader,Foil,123.34,148.68,2026-05-04
649619,O-Nami (CS 25-26 Event Pack),OP-PR,OP06-101,R,Character,Foil,121.54,105.98,2026-05-04
503255,Usopp (3-on-3 Cup) [Participant],OP-PR,OP01-004,R,Character,Normal,121.0,500.0,2026-05-04
680492,Nami (Japanese Version 3rd Anniversary Set),OP-PR,OP11-054,SR,Character,Foil,120.71,119.0,2026-05-04
606589,Premium Card Collection -Best Selection Vol. 3-,OP-PR,,,,Normal,118.53,84.99,2026-05-04
527128,Premium Card Collection -Live Action Edition-,OP-PR,,,,Normal,118.41,119.72,2026-05-04
646733,Tony Tony.Chopper (Offline Regional Finalist Card Set 2025 Vol.2),OP-PR,P-089,PR,Character,Foil,118.22,149.45,2026-05-04
482225,Sanji (Online Regional 2023) [Finalist],OP-PR,ST01-004,PR,Character,Foil,117.33,329.99,2026-05-04
649694,Premium Card Collection -6 assort vol.1-,OP-PR,,,,Normal,116.79,92.0,2026-05-04
681983,Luffy Is the Man Who Will Be King of the Pirates!!! (Japanese Version 3rd Anniversary Set),OP-PR,OP12-079,R,Event,Foil,115.73,112.95,2026-05-04
683972,Roronoa Zoro (114),OP-PR,P-114,PR,Character,Normal,114.69,114.99,2026-05-04
610117,One Piece Card Game Illustration Box Vol. 2,OP-PR,,,,Normal,111.81,105.0,2026-05-04
557287,Brook (English Version 1st Anniversary Set),OP-PR,ST01-011,C,Character,Foil,110.94,199.99,2026-05-04
544773,Monkey.D.Luffy (001) (Online Regional 2024 Vol. 2) [Participant],OP-PR,P-001,PR,Character,Foil,109.79,42.41,2026-05-04
649681,Premium Card Collection -Best Selection Vol. 4-,OP-PR,,,,Normal,109.55,105.0,2026-05-04
680491,Perona (Japanese Version 3rd Anniversary Set),OP-PR,OP12-034,SR,Character,Foil,109.2,139.0,2026-05-04
623618,Boa Hancock (2025 PSA Magazine Promo),OP-PR,OP07-038,L,Leader,Foil,108.72,105.0,2026-05-04
497000,Nami (Tournament Pack Vol. 3) [Winner],OP-PR,ST01-007,PR,Character,Foil,107.07,88.0,2026-05-04
525294,Premium Card Collection -Best Selection Vol. 1-,OP-PR,,,,Normal,106.11,104.99,2026-05-04
686283,Charlotte Pudding (Regional Participation Pack 2026 Vol.1),OP-PR,OP12-071,PR,Character,Foil,106.0,73.68,2026-05-04
544791,Trafalgar Law (Online Regional 2024 Vol. 2) [Finalist],OP-PR,ST03-008,PR,Character,Foil,104.77,193.99,2026-05-04
620144,Special DON!! Set Vol. 1-3 [Set of 3],OP-PR,,,,Normal,102.51,115.0,2026-05-04
483168,DON!! Card (Orange),OP-PR,,PR,DON!!,Foil,101.27,117.59,2026-05-04
525299,Portgas.D.Ace (CS 2023 Event Pack),OP-PR,P-028,PR,Character,Foil,99.94,135.0,2026-05-04
617591,Roronoa Zoro (One Piece Japanese Version 2nd Anniversary Set),OP-PR,OP06-118,SEC,Character,Foil,99.69,93.99,2026-05-04
649629,CS 25-26 Celebration Pack,OP-PR,,,,Normal,98.05,99.0,2026-05-04
544801,Offline Regional Participation Pack 2024 Vol. 2,OP-PR,,,,Normal,96.36,95.0,2026-05-04
544779,"Eustass""Captain""Kid (Online Regional 2024 Vol. 2) [Finalist]",OP-PR,P-003,PR,Character,Foil,96.16,175.61,2026-05-04
649617,CS 25-26 Event Pack,OP-PR,,,,Normal,95.61,129.0,2026-05-04
617592,Sanji (One Piece Japanese Version 2nd Anniversary Set),OP-PR,OP07-064,SR,Character,Foil,94.83,80.0,2026-05-04
483179,Koby (Offline Regional 2023) [Finalist],OP-PR,OP02-098,PR,Character,Foil,94.48,171.0,2026-05-04
532752,Monkey.D.Luffy (041) (BANDAI CARD GAMES Fest 23-24 World Tour),OP-PR,P-041,PR,Character,Foil,94.47,93.69,2026-05-04
649635,Tony Tony.Chopper (CS 25-26 Celebration Pack),OP-PR,OP04-010,C,Character,Foil,92.75,78.0,2026-05-04
557285,Sanji (English Version 1st Anniversary Set),OP-PR,OP01-013,R,Character,Foil,92.65,79.94,2026-05-04
483165,DON!! Card Pack Vol. 2,OP-PR,,,,Normal,92.5,95.5,2026-05-04
646726,Trafalgar Law (Offline Regional Finalist Card Set 2025 Vol.2),OP-PR,OP07-047,R,Character,Foil,92.36,98.99,2026-05-04
544800,Online Regional Participation Pack 2024 Vol. 2,OP-PR,,,,Normal,92.24,155.49,2026-05-04
579985,Roronoa Zoro (CS 2024 Event Pack),OP-PR,P-042,PR,Character,Foil,92.04,54.95,2026-05-04
525315,Monkey.D.Luffy (007) (CS 2023 Celebration Pack),OP-PR,P-007,PR,Character,Foil,90.64,59.99,2026-05-04
580056,Monkey.D.Luffy (Bandai Card Games Fest 24-25),OP-PR,P-080,PR,Character,Normal,89.78,95.0,2026-05-04
649620,Tony Tony.Chopper (CS 25-26 Event Pack),OP-PR,P-065,PR,Character,Foil,89.35,99.0,2026-05-04
580050,Monkey.D.Luffy (CS 2024 Celebration Pack),OP-PR,ST01-012,SR,Character,Foil,89.33,69.94,2026-05-04
636539,Trafalgar Law (Beginners Deck Party [ST-23] - [ST-28] Winner Pack),OP-PR,OP09-069,R,Character,Foil,88.31,183.98,2026-05-04
483167,DON!! Card (Green),OP-PR,,PR,DON!!,Foil,87.12,149.99,2026-05-04
646729,Jewelry Bonney (Offline Regional Finalist Card Set 2025 Vol.2),OP-PR,P-085,PR,Character,Foil,86.79,299.0,2026-05-04
482219,Trafalgar Law (Online Regional 2023) [Finalist],OP-PR,OP02-035,PR,Character,Foil,86.11,225.0,2026-05-04
669241,One Piece Card Game Illustration Box Vol. 5,OP-PR,,,,Normal,85.86,97.93,2026-05-04
649637,Rebecca (CS 25-26 Celebration Pack),OP-PR,OP04-092,R,Character,Foil,84.66,79.99,2026-05-04
683986,Dracule Mihawk (Regionals Finalist Card Set 26-27),OP-PR,ST12-003,PR,Character,Foil,83.8,80.1,2026-05-04
483197,Charlotte Pudding (Offline Regional 2023) [Finalist],OP-PR,ST07-008,PR,Character,Foil,83.74,97.74,2026-05-04
544770,Monkey.D.Luffy (001) (Offline Regional 2024 Vol. 2) [Participant],OP-PR,P-001,PR,Character,Foil,82.73,41.56,2026-05-04
623073,Rob Lucci (Illustration Box EX),OP-PR,OP05-093,SR,Character,Foil,82.56,60.99,2026-05-04
600711,Monkey.D.Luffy (2nd Anniversary Tournament),OP-PR,ST13-003,L,Leader,Foil,80.8,79.97,2026-05-04
649642,Portgas.D.Ace (CS 25-26 Celebration Pack),OP-PR,OP07-053,R,Character,Foil,80.6,86.25,2026-05-04
482216,Smoker (Pre-Release) [Winner],OP-PR,P-025,PR,Character,Foil,80.44,69.99,2026-05-04
649696,Monkey.D.Luffy (BANDAI Card Games Fest 25-26),OP-PR,OP07-073,R,Character,Foil,80.4,83.5,2026-05-04
538837,Premium Card Collection -Uta-,OP-PR,,,,Normal,80.23,65.0,2026-05-04
649737,Kid & Killer (Online Regional Finalist Card Set 2025 Vol.2),OP-PR,EB01-003,R,Character,Foil,79.76,189.99,2026-05-04
648100,Boa Hancock (Seven Warlords of the Sea Binder Set),OP-PR,OP07-051,SR,Character,Foil,79.69,75.97,2026-05-04
509752,Monkey.D.Luffy (Alternate Art),OP-PR,P-001,PR,Character,Foil,79.44,64.95,2026-05-04
525302,Uta (CS 2023 Event Pack),OP-PR,P-031,PR,Character,Foil,79.01,79.29,2026-05-04
617587,Portgas.D.Ace (One Piece Japanese Version 2nd Anniversary Set),OP-PR,OP02-013,SR,Character,Foil,77.37,66.29,2026-05-04
643883,Shanks (2025 PSA Magazine Promo),OP-PR,OP09-001,L,Leader,Foil,77.32,75.08,2026-05-04
648101,Boa Hancock (Seven Warlords of the Sea Binder Set) (Alternate Art),OP-PR,OP07-051,SR,Character,Foil,76.52,71.6,2026-05-04
514035,Crocodile (Online Regional 2023) [Finalist],OP-PR,OP02-053,PR,Character,Foil,76.51,150.0,2026-05-04
669242,One Piece Card Game Illustration Box Vol. 6,OP-PR,,,,Normal,76.36,80.0,2026-05-04
552138,Boa Hancock (Sealed Battle 2024 Vol. 2),OP-PR,P-066,PR,Character,Foil,76.03,59.97,2026-05-04
583763,Zoro-Juurou (Event Pack Vol. 5),OP-PR,OP05-067,R,Character,Foil,76.03,64.5,2026-05-04
635471,Shanks (English Version 2nd Anniversary Set),OP-PR,OP09-001,L,Leader,Foil,75.49,78.57,2026-05-04
539193,Gum-Gum Jet Pistol (Online Regional 2024) [Finalist],OP-PR,ST01-015,C,Event,Foil,75.25,249.0,2026-05-04
636532,Beginners Deck Party [ST-23] - [ST-28] Winner Pack,OP-PR,,,,Normal,74.97,145.0,2026-05-04
514033,Otama (Online Regional 2023) [Finalist],OP-PR,OP01-006,PR,Character,Foil,74.86,122.0,2026-05-04
646591,One Piece Card Game Illustration Box Vol. 3,OP-PR,,,,Normal,74.16,79.69,2026-05-04
557292,Franky (English Version 1st Anniversary Set),OP-PR,ST01-010,C,Character,Foil,73.79,99.99,2026-05-04
514165,Otama (Offline Regional 2023) [Finalist],OP-PR,OP01-006,PR,Character,Foil,73.74,74.99,2026-05-04
587220,Premium Card Collection -Best Selection Vol. 2-,OP-PR,,,,Normal,73.35,70.0,2026-05-04
649738,Tony Tony.Chopper (Online Regional Finalist Card Set 2025 Vol.2),OP-PR,P-089,PR,Character,Foil,72.94,300.0,2026-05-04
485262,Roronoa Zoro - OP01-001 (Alternate Art),OP-PR,OP01-001,PR,Leader,Foil,72.9,65.99,2026-05-04
457018,Monkey.D.Luffy - P-006 (Winner Pack Vol. 1),OP-PR,P-006,PR,Character,Normal,72.73,60.0,2026-05-04
566952,Monkey.D.Luffy (Premium Card Collection -Leader Collection-),OP-PR,ST13-003,L,Leader,Foil,71.51,73.3,2026-05-04
493339,DON!! Card Pack Vol. 1,OP-PR,,,,Normal,70.25,70.0,2026-05-04
680497,Bartholomew Kuma (Japanese Version 3rd Anniversary Set),OP-PR,OP12-119,SEC,Character,Foil,69.67,54.45,2026-05-04
657799,Portgas.D.Ace - OP07-053 (3rd Anniversary Winner),OP-PR,OP07-053,R,Character,Foil,69.46,65.0,2026-05-04
681614,Jewelry Bonney (Heroines Battle Winner Pack),OP-PR,P-113,PR,Character,Foil,69.05,79.99,2026-05-04
485267,Tony Tony.Chopper - ST01-006 (Alternate Art),OP-PR,ST01-006,PR,Character,Foil,68.61,45.99,2026-05-04
497008,Winner Pack Vol. 3,OP-PR,,,,Normal,68.18,92.99,2026-05-04
485265,Nami - OP01-016 (Alternate Art),OP-PR,OP01-016,PR,Character,Foil,67.47,64.99,2026-05-04
646592,One Piece Card Game Illustration Box Vol. 4,OP-PR,,,,Normal,67.46,68.0,2026-05-04
680494,Charlotte Katakuri (Japanese Version 3rd Anniversary Set),OP-PR,OP11-067,SR,Character,Foil,66.58,66.52,2026-05-04
649632,Sanji (CS 25-26 Celebration Pack),OP-PR,EB01-014,R,Character,Foil,66.32,62.99,2026-05-04
635472,Marshall.D.Teach (English Version 2nd Anniversary Set),OP-PR,OP09-081,L,Leader,Foil,65.93,44.22,2026-05-04
539199,Scratchmen Apoo (Online Regional 2024) [Finalist],OP-PR,ST02-008,C,Character,Foil,65.74,199.99,2026-05-04
646721,Kid & Killer (Offline Regional Finalist Card Set 2025 Vol.2),OP-PR,EB01-003,R,Character,Foil,64.86,148.68,2026-05-04
518694,Monkey.D.Luffy (047) (Sealed Battle Kit Vol. 1),OP-PR,P-047,PR,Leader,Normal,63.53,38.0,2026-05-04
586030,Tony Tony.Chopper (Offline Regional 2024 Vol. 3),OP-PR,OP01-015,UC,Character,Normal,63.24,89.99,2026-05-04
557284,Usopp (English Version 1st Anniversary Set),OP-PR,OP01-004,R,Character,Foil,62.93,180.0,2026-05-04
557290,Jinbe (English Version 1st Anniversary Set),OP-PR,ST10-005,C,Character,Foil,62.58,119.99,2026-05-04
671884,Girl (OP14 Release Event Winner),OP-PR,P-096,PR,Character,Foil,62.23,48.0,2026-05-04
525326,Jewelry Bonney (CS 2023 Celebration Pack),OP-PR,ST02-007,C,Character,Foil,61.93,58.49,2026-05-04
583764,O-Nami (Event Pack Vol. 5),OP-PR,OP06-101,R,Character,Foil,61.72,54.99,2026-05-04
668960,Spandine (Online Regional Finalist Card Set 2025 Vol.1),OP-PR,EB01-043,R,Character,Foil,61.67,95.0,2026-05-04
539190,Sanji (Offline Regional 2024) [Finalist],OP-PR,OP03-102,R,Character,Foil,60.91,215.0,2026-05-04
588179,Roronoa Zoro (ST15 - ST20 Release Event Winner Pack),OP-PR,P-045,PR,Character,Foil,59.74,43.99,2026-05-04
680490,Portgas.D.Ace (Japanese Version 3rd Anniversary Set),OP-PR,ST15-005,SR,Character,Foil,59.32,56.45,2026-05-04
657215,Premium Card Collection -Best Selection Vol. 5-,OP-PR,,,,Normal,59.26,47.01,2026-05-04
636543,Uta (Beginners Deck Party [ST-23] - [ST-28] Winner Pack),OP-PR,OP09-002,R,Character,Foil,58.77,99.99,2026-05-04
483169,DON!! Card (Pink),OP-PR,,PR,DON!!,Foil,58.15,48.0,2026-05-04
450300,Monkey.D.Luffy (Super Pre-Release) [Participant],OP-PR,P-001,PR,Character,Normal,58.11,56.68,2026-05-04
684307,Monkey.D.Luffy (Winner Pack 2026 Vol. 2),OP-PR,P-106,PR,Character,Foil,58.08,49.66,2026-05-04
482234,Charlotte Pudding (Online Regional 2023) [Finalist],OP-PR,ST07-008,PR,Character,Foil,57.19,329.99,2026-05-04
617589,Sabo (One Piece Japanese Version 2nd Anniversary Set),OP-PR,OP04-083,SR,Character,Foil,56.96,53.29,2026-05-04
483176,Trafalgar Law (Offline Regional 2023) [Finalist],OP-PR,OP02-035,PR,Character,Foil,56.81,19.0,2026-05-04
635479,Monkey.D.Luffy (119) (English Version 2nd Anniversary Set),OP-PR,OP05-119,SEC,Character,Foil,56.43,49.49,2026-05-04
666570,Nico Olvia (Online Regional Participation Pack 2025 Vol.1),OP-PR,OP09-106,C,Character,Foil,56.07,45.0,2026-05-04
483170,DON!! Card (Teal),OP-PR,,PR,DON!!,Foil,55.6,53.0,2026-05-04
514176,Crocodile (Offline Regional 2023) [Finalist],OP-PR,OP02-053,PR,Character,Foil,55.54,149.99,2026-05-04
649634,Charlotte Pudding (112) (CS 25-26 Celebration Pack),OP-PR,OP03-112,R,Character,Foil,55.54,60.64,2026-05-04
585981,Tony Tony.Chopper (Online Regional 2024 Vol. 3),OP-PR,OP01-015,UC,Character,Normal,55.46,84.95,2026-05-04
483186,Marshall.D.Teach (Offline Regional 2023) [Finalist],OP-PR,ST03-014,PR,Character,Foil,55.15,115.0,2026-05-04
536278,Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-,OP-PR,,,,Normal,54.56,69.95,2026-05-04
686458,Boa Hancock (OP15 Release Event Winner),OP-PR,P-115,PR,Character,Foil,54.44,53.75,2026-05-04
544790,Trafalgar Law (Offline Regional 2024 Vol. 2) [Finalist],OP-PR,ST03-008,PR,Character,Foil,53.52,249.99,2026-05-04
586015,Nekomamushi (Online Regional 2024 Vol. 3) [Finalist],OP-PR,OP06-110,UC,Character,Foil,52.85,200.0,2026-05-04
657112,Tashigi (Store Treasure Cup 2025),OP-PR,OP12-031,R,Character,Foil,52.57,88.0,2026-05-04
588171,Tony Tony.Chopper (ST15 - ST20 Release Event Winner Pack),OP-PR,OP02-034,UC,Character,Foil,52.56,38.0,2026-05-04
552131,Monkey.D.Luffy (Convention Promo 2024),OP-PR,P-043,PR,Character,Normal,52.3,51.18,2026-05-04
457017,Winner Pack Vol. 1,OP-PR,,,,Normal,52.2,80.0,2026-05-04
482228,Marshall.D.Teach (Online Regional 2023) [Finalist],OP-PR,ST03-014,PR,Character,Foil,51.7,199.99,2026-05-04
580047,Shura (CS 2024 Celebration Pack),OP-PR,OP05-106,R,Character,Foil,51.48,57.98,2026-05-04
457019,Monkey.D.Luffy - P-007 (Winner Pack Vol. 1),OP-PR,P-007,PR,Character,Normal,51.0,39.99,2026-05-04
525298,General Franky (CS 2023 Event Pack),OP-PR,P-027,PR,Character,Foil,49.91,120.0,2026-05-04
649687,Nami (Premium Card Collection -Best Selection Vol. 4-),OP-PR,OP09-070,UC,Character,Foil,49.84,49.95,2026-05-04
519815,Monkey.D.Luffy (Winner Pack Vol. 5),OP-PR,ST01-012,SR,Character,Foil,49.73,50.0,2026-05-04
457043,Promotion Pack 2022,OP-PR,,,,Normal,49.41,36.0,2026-05-04
546718,Roronoa Zoro (Premium Card Collection -Live Action Edition-),OP-PR,P-056,PR,Character,Foil,49.13,36.66,2026-05-04
482240,DON!! Card (Purple),OP-PR,,PR,DON!!,Foil,48.96,48.49,2026-05-04
482237,DON!! Card (Red),OP-PR,,PR,DON!!,Foil,48.83,53.99,2026-05-04
585580,Online Regional Participation Pack 2024 Vol. 3,OP-PR,,,,Normal,48.79,169.99,2026-05-04
649633,Scratchmen Apoo (CS 25-26 Celebration Pack),OP-PR,EB01-015,R,Character,Foil,48.3,45.0,2026-05-04
565271,Perona (Store Treasure Cup 2024),OP-PR,OP06-093,PR,Character,Foil,48.27,48.0,2026-05-04
680496,Monkey.D.Dragon (Japanese Version 3rd Anniversary Set),OP-PR,OP12-094,SR,Character,Foil,47.8,49.0,2026-05-04
635470,Buggy (English Version 2nd  Anniversary Set),OP-PR,OP09-042,L,Leader,Foil,47.11,43.01,2026-05-04
675738,Marshall.D.Teach (Event Pack Vol. 8),OP-PR,P-100,PR,Character,Foil,47.01,41.0,2026-05-04
635478,Marshall.D.Teach (093) (English Version 2nd Anniversary Set),OP-PR,OP09-093,SR,Character,Foil,46.8,18.26,2026-05-04
544778,"Eustass""Captain""Kid (Offline Regional 2024 Vol. 2) [Finalist]",OP-PR,P-003,PR,Character,Foil,46.18,98.7,2026-05-04
539179,Event Pack Vol. 3,OP-PR,,,,Normal,46.16,55.0,2026-05-04
583733,Event Pack Vol. 5,OP-PR,,,,Normal,46.12,45.0,2026-05-04
579987,Yamato (CS 2024 Event Pack),OP-PR,P-046,PR,Character,Foil,45.61,28.73,2026-05-04
684302,Tony Tony.Chopper (Winner Pack 2026 Vol. 2),OP-PR,P-101,PR,Character,Foil,45.42,42.0,2026-05-04
482221,Koby (Online Regional 2023) [Participant],OP-PR,OP02-098,PR,Character,Foil,44.57,54.98,2026-05-04
525327,Dracule Mihawk (CS 2023 Celebration Pack),OP-PR,ST03-005,C,Character,Foil,42.1,33.99,2026-05-04
482239,DON!! Card (Blue),OP-PR,,PR,DON!!,Foil,42.02,51.99,2026-05-04
514039,Minorhinoceros (Online Regional 2023) [Finalist],OP-PR,OP03-069,PR,Character,Foil,42.02,74.95,2026-05-04
525310,Monkey.D.Luffy (006) (CS 2023 Celebration Pack),OP-PR,P-006,PR,Character,Foil,41.29,35.0,2026-05-04
483178,Koby (Offline Regional 2023) [Participant],OP-PR,OP02-098,PR,Character,Foil,41.08,37.75,2026-05-04
509458,Event Pack Vol. 2,OP-PR,,,,Normal,40.6,125.69,2026-05-04
539196,Gum-Gum Jet Pistol (Offline Regional 2024) [Finalist],OP-PR,ST01-015,C,Event,Foil,40.4,197.0,2026-05-04
583766,Tony Tony.Chopper (Event Pack Vol. 5),OP-PR,P-065,PR,Character,Foil,40.28,44.99,2026-05-04
649625,Shanks (CS 25-26 Event Pack),OP-PR,P-083,PR,Character,Foil,40.13,52.0,2026-05-04
514043,Charlotte Chiffon (Online Regional 2023) [Finalist],OP-PR,OP03-109,PR,Character,Foil,39.36,49.49,2026-05-04
539204,Offline Regional Participation Pack 2024 Vol. 1,OP-PR,,,,Normal,38.94,50.0,2026-05-04
525340,DON!! Card (CS 2023 Celebration Pack),OP-PR,,DON!!,DON!!,Foil,38.86,38.37,2026-05-04
482241,DON!! Card (Silver),OP-PR,,PR,DON!!,Foil,38.51,27.71,2026-05-04
617590,Donquixote Rosinante (One Piece Japanese Version 2nd Anniversary Set),OP-PR,OP05-030,R,Character,Foil,38.11,30.98,2026-05-04
617588,Kaya (One Piece Japanese Version 2nd Anniversary Set),OP-PR,OP03-044,R,Character,Foil,37.55,29.99,2026-05-04
683985,Hack (Regionals Finalist Card Set 26-27),OP-PR,OP12-089,PR,Character,Foil,37.29,74.0,2026-05-04
536169,Makino (Japanese 1st Anniversary Set),OP-PR,OP02-015,UC,Character,Foil,37.22,22.0,2026-05-04
632670,Charlotte Pudding (Store Treasure Cup 2025),OP-PR,OP08-067,R,Character,Foil,37.07,52.0,2026-05-04
686285,Roronoa Zoro (113) (Regional Participation Pack 2026 Vol.1),OP-PR,OP07-113,PR,Character,Foil,36.78,32.98,2026-05-04
684301,Winner Pack 2026 Vol. 2,OP-PR,,,,Normal,36.09,49.99,2026-05-04
514037,Kuroobi (Online Regional 2023) [Finalist],OP-PR,OP03-026,PR,Character,Foil,35.58,59.95,2026-05-04
510578,Monkey.D.Luffy (Gen Con 2023),OP-PR,P-037,PR,Character,Foil,35.41,32.98,2026-05-04
649706,Monkey.D.Luffy (Premium Card Collection -6 assort vol.1-),OP-PR,OP10-111,R,Character,Foil,35.33,32.83,2026-05-04
620142,Special DON!! Set Vol. 2 -Ace-,OP-PR,,,,Normal,35.08,48.99,2026-05-04
539181,Brannew (Online Regional 2024) [Finalist],OP-PR,OP03-089,R,Character,Foil,35.06,200.0,2026-05-04
546699,Edward.Newgate (Special Goods Set -Former Four Emperors-),OP-PR,OP02-001,L,Leader,Foil,35.06,33.0,2026-05-04
580055,Monkey.D.Luffy (CS 2024 Participation),OP-PR,P-041,PR,Character,Foil,35.04,39.99,2026-05-04
617586,In Two Years!! At the Sabaody Archipelago!! (One Piece Japanese Version 2nd Anniversary Set),OP-PR,OP01-030,UC,Event,Foil,34.99,33.99,2026-05-04
587226,Kikunojo (Premium Card Collection -Best Selection Vol. 2-),OP-PR,OP06-104,R,Character,Foil,34.32,32.69,2026-05-04
620141,Special DON!! Set Vol. 1 -Luffy-,OP-PR,,,,Normal,34.31,42.9,2026-05-04
525317,Yamato (CS 2023 Celebration Pack),OP-PR,P-008,PR,Character,Foil,34.09,32.23,2026-05-04
482231,Jack (Online Regional 2023) [Finalist],OP-PR,ST04-008,PR,Character,Foil,33.75,50.0,2026-05-04
483171,DON!! Card (Bronze),OP-PR,,PR,DON!!,Foil,33.45,27.75,2026-05-04
657800,Sabo - OP09-027 (3rd Anniversary Winner),OP-PR,OP09-027,UC,Character,Foil,33.35,31.0,2026-05-04
514041,Spandam (Online Regional 2023) [Finalist],OP-PR,OP03-086,PR,Character,Foil,33.32,80.0,2026-05-04
525305,Sanji (CS 2023 Event Pack),OP-PR,P-034,PR,Character,Foil,32.96,199.99,2026-05-04
514167,Otama (Offline Regional 2023) [Participant],OP-PR,OP01-006,PR,Character,Foil,32.92,22.0,2026-05-04
580044,Kaya (CS 2024 Celebration Pack),OP-PR,OP03-044,R,Character,Foil,32.79,30.9,2026-05-04
546669,Nami (Premium Card Collection -Best Selection Vol. 1-),OP-PR,OP02-036,SR,Character,Foil,32.68,26.99,2026-05-04
619192,Offline Regional Participation Pack 2025 Vol. 1,OP-PR,,,,Normal,32.63,40.5,2026-05-04
684303,Nami (Winner Pack 2026 Vol. 2),OP-PR,P-102,PR,Character,Foil,32.62,30.0,2026-05-04
545700,1st Anniversary DON!! Card Pack,OP-PR,,,,Normal,32.58,50.0,2026-05-04
635477,Shanks (004) (English Version 2nd Anniversary Set),OP-PR,OP09-004,SR,Character,Foil,32.21,29.0,2026-05-04
619197,Nico Olvia (Offline Regional Participation Pack 2025 Vol.1),OP-PR,OP09-106,C,Character,Normal,32.19,28.0,2026-05-04
649732,Tony Tony.Chopper (Online Regional Participation Pack 2025 Vol.2),OP-PR,P-089,PR,Character,Foil,31.63,27.0,2026-05-04
649772,Monkey.D.Luffy (Sound Loader - Luffy Edition 2025),OP-PR,EB02-010,L,Leader,Normal,31.52,29.55,2026-05-04
503020,Nico Robin (Store Championship Participation Pack),OP-PR,OP01-017,PR,Character,Foil,31.17,26.36,2026-05-04
675737,Monkey.D.Luffy (Event Pack Vol. 8),OP-PR,P-099,PR,Character,Foil,30.77,28.71,2026-05-04
518695,Arlong (Sealed Battle Kit Vol. 1),OP-PR,P-048,PR,Character,Normal,30.74,24.99,2026-05-04
510733,"Eustass""Captain""Kid (Store Championship Vol. 2 Winner)",OP-PR,P-003,PR,Character,Foil,30.11,27.0,2026-05-04
623623,Spandine (Offline Regional Finalist Card Set 2025 Vol.1),OP-PR,EB01-043,R,Character,Foil,29.93,37.75,2026-05-04
457021,Yamato - P-008 (Winner Pack Vol. 1),OP-PR,P-008,PR,Character,Normal,29.81,28.9,2026-05-04
680495,Sabo (Japanese Version 3rd Anniversary Set),OP-PR,OP07-118,SEC,Character,Foil,29.69,21.5,2026-05-04
649644,Edison (CS 25-26 Celebration Pack),OP-PR,OP07-100,C,Character,Foil,29.25,26.0,2026-05-04
649640,Hitokiri Kamazo (CS 25-26 Celebration Pack),OP-PR,OP06-076,UC,Character,Foil,29.15,22.0,2026-05-04
649705,Leo (Premium Card Collection -6 assort vol.1-),OP-PR,OP10-057,R,Character,Foil,28.87,28.3,2026-05-04
539202,Scratchmen Apoo (Offline Regional 2024) [Finalist],OP-PR,ST02-008,C,Character,Foil,28.66,99.99,2026-05-04
514189,Spandam (Offline Regional 2023) [Finalist],OP-PR,OP03-086,PR,Character,Foil,28.57,145.0,2026-05-04
683970,Welcome Pack 2026 Vol.1,OP-PR,,,,Normal,28.39,14.99,2026-05-04
580048,Trafalgar Law (CS 2024 Celebration Pack),OP-PR,P-017,PR,Character,Foil,28.29,24.96,2026-05-04
600709,Portgas.D.Ace (2nd Anniversary Tournament),OP-PR,ST13-002,L,Leader,Foil,28.08,29.5,2026-05-04
683969,DON!! Card (Netflix Tony Tony.Chopper),OP-PR,,PR,DON!!,Normal,27.98,34.99,2026-05-04
566953,Portgas.D.Ace (Premium Card Collection -Leader Collection-),OP-PR,ST13-002,L,Leader,Foil,27.94,21.49,2026-05-04
657831,Electrical Luna (Premium Card Collection -Best Selection Vol. 5-),OP-PR,OP08-036,R,Event,Foil,27.79,25.99,2026-05-04
686282,Dracule Mihawk (Regional Participation Pack 2026 Vol.1),OP-PR,ST12-003,PR,Character,Foil,27.73,26.99,2026-05-04
520772,Monkey.D.Luffy (037) (1st Anniversary Tournament),OP-PR,P-037,PR,Character,Foil,27.56,15.02,2026-05-04
635476,Buggy (051) (English Version 2nd Anniversary Set),OP-PR,OP09-051,R,Character,Foil,27.24,27.21,2026-05-04
525323,Kaido (CS 2023 Celebration Pack),OP-PR,P-010,PR,Character,Foil,26.99,20.0,2026-05-04
