card_set_id,card_name,set_name,rarity,market_price,date_scraped
OP12-014,Boa Hancock,Legacy of the Master,SR,0.63,2026-04-14
OP12-014,Boa Hancock,Legacy of the Master,SR,13.97,2026-04-14
OP12-015,Monkey.D.Luffy,Legacy of the Master,SR,0.75,2026-04-14
OP12-015,Monkey.D.Luffy,Legacy of the Master,SR,7.69,2026-04-14
OP12-016,To Never Doubt--That Is Power!,Legacy of the Master,C,0.06,2026-04-14
OP12-017,Color of Observation Haki,Legacy of the Master,UC,0.1,2026-04-14
OP12-018,Color of the Supreme King Haki,Legacy of the Master,R,0.18,2026-04-14
OP12-019,Color of Arms Haki,Legacy of the Master,C,0.06,2026-04-14
OP12-020,Roronoa Zoro (020),Legacy of the Master,L,0.1,2026-04-14
OP12-020,Roronoa Zoro (020),Legacy of the Master,L,56.79,2026-04-14
OP12-021,Ipponmatsu,Legacy of the Master,C,0.04,2026-04-14
OP12-022,Inuarashi,Legacy of the Master,C,0.09,2026-04-14
OP12-023,Kawamatsu,Legacy of the Master,UC,0.08,2026-04-14
OP12-024,Gyukimaru,Legacy of the Master,C,0.05,2026-04-14
OP12-025,Kin'emon,Legacy of the Master,C,0.06,2026-04-14
OP12-026,Kuina,Legacy of the Master,UC,0.22,2026-04-14
OP12-027,Koushirou,Legacy of the Master,UC,0.2,2026-04-14
OP12-028,Kouzuki Hiyori,Legacy of the Master,R,0.16,2026-04-14
OP12-029,Shimotsuki Kouzaburou,Legacy of the Master,UC,0.13,2026-04-14
OP12-030,Dracule Mihawk,Legacy of the Master,SR,1.38,2026-04-14
OP12-030,Dracule Mihawk,Legacy of the Master,SR,11.35,2026-04-14
OP12-030,Dracule Mihawk,Legacy of the Master,SR,136.19,2026-04-14
OP12-031,Tashigi,Legacy of the Master,R,0.1,2026-04-14
OP12-031,Tashigi,Legacy of the Master,R,17.62,2026-04-14
OP12-032,Nekomamushi,Legacy of the Master,UC,0.1,2026-04-14
OP12-033,Helmeppo,Legacy of the Master,C,0.07,2026-04-14
OP12-034,Perona,Legacy of the Master,SR,8.39,2026-04-14
OP12-034,Perona,Legacy of the Master,SR,40.02,2026-04-14
OP12-035,Morgan,Legacy of the Master,C,0.07,2026-04-14
OP12-036,Roronoa Zoro (036),Legacy of the Master,C,0.12,2026-04-14
OP12-037,Demon Aura Nine Sword Style Asura Blades Drawn Dead Man's Game,Legacy of the Master,R,4.13,2026-04-14
OP12-037,Demon Aura Nine Sword Style Asura Blades Drawn Dead Man's Game,Legacy of the Master,R,134.27,2026-04-14
OP12-038,Two-Sword Style Rashomon,Legacy of the Master,C,0.08,2026-04-14
OP12-039,Luffy Is the Man Who Will Become the King of Pirates!!!,Legacy of the Master,R,0.21,2026-04-14
OP12-040,Kuzan (040),Legacy of the Master,L,0.09,2026-04-14
OP12-040,Kuzan (040),Legacy of the Master,L,20.5,2026-04-14
OP12-041,Sanji (041),Legacy of the Master,L,0.13,2026-04-14
OP12-041,Sanji (041),Legacy of the Master,L,31.81,2026-04-14
OP12-042,Alvida,Legacy of the Master,C,0.08,2026-04-14
OP12-043,Kuzan (043),Legacy of the Master,R,0.11,2026-04-14
OP12-043,Kuzan (043),Legacy of the Master,R,14.84,2026-04-14
OP12-044,Sakazuki,Legacy of the Master,R,0.17,2026-04-14
OP12-045,Jango,Legacy of the Master,C,0.04,2026-04-14
OP12-046,Zephyr(Navy),Legacy of the Master,C,0.08,2026-04-14
OP12-047,Sengoku,Legacy of the Master,R,0.13,2026-04-14
OP12-048,Donquixote Rosinante (048),Legacy of the Master,C,0.1,2026-04-14
OP12-049,Buggy (049),Legacy of the Master,UC,0.09,2026-04-14
OP12-050,Jaguar.D.Saul,Legacy of the Master,UC,0.06,2026-04-14
OP12-051,Hina,Legacy of the Master,UC,0.18,2026-04-14
OP12-052,Fullbody,Legacy of the Master,C,0.05,2026-04-14
OP12-053,Borsalino,Legacy of the Master,R,0.14,2026-04-14
OP12-054,Marshall.D.Teach,Legacy of the Master,C,0.03,2026-04-14
OP12-055,Mohji & Cabaji,Legacy of the Master,UC,0.05,2026-04-14
OP12-056,Monkey.D.Garp,Legacy of the Master,SR,0.37,2026-04-14
OP12-056,Monkey.D.Garp,Legacy of the Master,SR,12.13,2026-04-14
OP12-057,Ice Block Pheasant Peck,Legacy of the Master,C,0.09,2026-04-14
OP12-058,I Will Make Whitebeard the King of the Pirates,Legacy of the Master,C,0.08,2026-04-14
OP12-059,Concasser,Legacy of the Master,UC,0.12,2026-04-14
OP12-060,Boeuf Burst,Legacy of the Master,R,0.31,2026-04-14
OP12-060,Boeuf Burst,Legacy of the Master,R,71.81,2026-04-14
OP12-061,Donquixote Rosinante (061) (Alternate Art),Legacy of the Master,L,35.42,2026-04-14
OP12-061,Donquixote Rosinante (061) (Alternate Art),Legacy of the Master,L,0.12,2026-04-14
OP12-062,Vinsmoke Sora,Legacy of the Master,R,0.11,2026-04-14
OP12-063,Vinsmoke Reiju,Legacy of the Master,SR,5.06,2026-04-14
OP12-063,Vinsmoke Reiju,Legacy of the Master,SR,35.74,2026-04-14
OP12-064,Vergo,Legacy of the Master,C,0.05,2026-04-14
OP12-065,Emporio.Ivankov (065),Legacy of the Master,UC,0.08,2026-04-14
OP12-066,Carne,Legacy of the Master,C,0.04,2026-04-14
OP12-067,Carmen,Legacy of the Master,C,0.05,2026-04-14
OP12-068,Gin,Legacy of the Master,UC,0.04,2026-04-14
OP12-069,Crocodile,Legacy of the Master,C,0.08,2026-04-14
OP12-070,Sanji (070),Legacy of the Master,R,0.15,2026-04-14
OP12-070,Sanji (070),Legacy of the Master,R,9.25,2026-04-14
OP12-071,Charlotte Pudding,Legacy of the Master,R,1.9,2026-04-14
OP12-072,Zeff,Legacy of the Master,UC,0.08,2026-04-14
OP12-073,Trafalgar Law (073),Legacy of the Master,SR,0.76,2026-04-14
OP12-073,Trafalgar Law (073),Legacy of the Master,SR,13.13,2026-04-14
OP12-074,Patty,Legacy of the Master,C,0.05,2026-04-14
OP12-075,Ms. All Sunday,Legacy of the Master,C,0.09,2026-04-14
OP12-076,Monet,Legacy of the Master,UC,0.15,2026-04-14
OP12-077,"The ""Extinguishes All Sound Created by Your Influence"" Technique",Legacy of the Master,C,0.09,2026-04-14
OP12-078,Brochette Blow,Legacy of the Master,UC,0.1,2026-04-14
OP12-079,Luffy Is the Man Who Will Be King of the Pirates!!!,Legacy of the Master,R,0.18,2026-04-14
OP12-080,Baratie,Legacy of the Master,C,0.06,2026-04-14
OP12-081,Koala (081),Legacy of the Master,L,0.15,2026-04-14
OP12-081,Koala (081),Legacy of the Master,L,20.39,2026-04-14
OP12-082,Issho,Legacy of the Master,C,0.06,2026-04-14
OP12-083,Inazuma,Legacy of the Master,UC,0.06,2026-04-14
OP12-084,Emporio.Ivankov (084),Legacy of the Master,UC,0.08,2026-04-14
OP12-085,Karasu,Legacy of the Master,C,0.06,2026-04-14
OP12-086,Koala (086),Legacy of the Master,R,0.13,2026-04-14
OP12-086,Koala (086),Legacy of the Master,R,6.16,2026-04-14
OP12-087,Nico Robin,Legacy of the Master,SR,1.4,2026-04-14
OP12-087,Nico Robin,Legacy of the Master,SR,33.08,2026-04-14
OP12-088,Bastille,Legacy of the Master,C,0.04,2026-04-14
OP12-089,Hack,Legacy of the Master,R,0.14,2026-04-14
OP12-090,Belo Betty,Legacy of the Master,C,0.08,2026-04-14
OP12-091,Poker,Legacy of the Master,C,0.05,2026-04-14
OP12-092,Mizerka,Legacy of the Master,UC,0.06,2026-04-14
OP12-093,Morley,Legacy of the Master,UC,0.12,2026-04-14
OP12-094,Monkey.D.Dragon,Legacy of the Master,SR,0.68,2026-04-14
OP12-094,Monkey.D.Dragon,Legacy of the Master,SR,9.75,2026-04-14
OP12-095,Lindbergh,Legacy of the Master,C,0.06,2026-04-14
OP12-096,Ursa Shock,Legacy of the Master,C,0.07,2026-04-14
OP12-097,Captains Assembled,Legacy of the Master,R,0.13,2026-04-14
OP12-098,Hair Removal Fist,Legacy of the Master,UC,0.13,2026-04-14
OP12-099,Kalgara,Legacy of the Master,R,0.14,2026-04-14
OP12-100,Sabo,Legacy of the Master,R,0.17,2026-04-14
OP12-101,Jewelry Bonney (101),Legacy of the Master,C,0.09,2026-04-14
OP12-102,Shirahoshi,Legacy of the Master,SR,0.53,2026-04-14
OP12-102,Shirahoshi,Legacy of the Master,SR,8.02,2026-04-14
OP12-103,Seto,Legacy of the Master,UC,0.08,2026-04-14
OP12-104,Sentomaru,Legacy of the Master,C,0.03,2026-04-14
OP12-105,Trafalgar Lammy,Legacy of the Master,C,0.05,2026-04-14
OP12-106,Trafalgar Law (106),Legacy of the Master,UC,0.13,2026-04-14
OP12-107,Donquixote Doflamingo,Legacy of the Master,R,0.15,2026-04-14
OP12-108,Donquixote Rosinante (108),Legacy of the Master,R,0.13,2026-04-14
OP12-108,Donquixote Rosinante (108),Legacy of the Master,R,6.12,2026-04-14
OP12-108,Donquixote Rosinante (108),Legacy of the Master,R,30.68,2026-04-14
OP12-109,Pacifista,Legacy of the Master,C,0.06,2026-04-14
OP12-110,Buffalo,Legacy of the Master,C,0.04,2026-04-14
OP12-111,Baby 5 (111),Legacy of the Master,C,0.05,2026-04-14
OP12-112,Baby 5 (112),Legacy of the Master,R,0.38,2026-04-14
OP12-113,Roronoa Zoro (113),Legacy of the Master,UC,0.15,2026-04-14
OP12-114,Wyper,Legacy of the Master,UC,0.08,2026-04-14
OP12-115,I Love You!!,Legacy of the Master,UC,0.14,2026-04-14
OP12-116,We'll Ring the Bell Waiting for You!!,Legacy of the Master,C,0.08,2026-04-14
OP12-117,Slam Gibson,Legacy of the Master,R,0.12,2026-04-14
OP12-118,Jewelry Bonney (118),Legacy of the Master,SEC,14.75,2026-04-14
OP12-118,Jewelry Bonney (118),Legacy of the Master,SEC,21.62,2026-04-14
OP12-118,Jewelry Bonney (118),Legacy of the Master,SEC,945.0,2026-04-14
OP12-119,Bartholomew Kuma,Legacy of the Master,SEC,23.26,2026-04-14
OP12-119,Bartholomew Kuma,Legacy of the Master,SEC,52.41,2026-04-14
OP13-001,Monkey.D.Luffy (001),Carrying On His Will,L,0.14,2026-04-14
OP13-001,Monkey.D.Luffy (001),Carrying On His Will,L,48.42,2026-04-14
OP13-002,Portgas.D.Ace (002),Carrying On His Will,L,0.12,2026-04-14
OP13-002,Portgas.D.Ace (002),Carrying On His Will,L,43.86,2026-04-14
OP13-003,Gol.D.Roger (003),Carrying On His Will,L,0.14,2026-04-14
OP13-003,Gol.D.Roger (003),Carrying On His Will,L,28.45,2026-04-14
OP13-004,Sabo (004) (Alternate Art),Carrying On His Will,L,20.68,2026-04-14
OP13-004,Sabo (004) (Alternate Art),Carrying On His Will,L,0.16,2026-04-14
OP13-005,Inazuma,Carrying On His Will,UC,0.1,2026-04-14
OP13-006,Woop Slap,Carrying On His Will,C,0.06,2026-04-14
OP13-007,Ace & Sabo & Luffy,Carrying On His Will,SR,3.48,2026-04-14
OP13-007,Ace & Sabo & Luffy,Carrying On His Will,SR,32.4,2026-04-14
OP13-008,Emporio.Ivankov,Carrying On His Will,C,0.1,2026-04-14
OP13-009,Curly.Dadan,Carrying On His Will,C,0.08,2026-04-14
OP13-010,Lord of the Coast,Carrying On His Will,C,0.08,2026-04-14
OP13-011,Nefeltari Cobra,Carrying On His Will,UC,0.08,2026-04-14
OP13-012,Nefeltari Vivi,Carrying On His Will,R,0.23,2026-04-14
OP13-013,Higuma,Carrying On His Will,C,0.04,2026-04-14
OP13-014,Portgas.D.Rouge,Carrying On His Will,C,0.07,2026-04-14
OP13-015,Makino,Carrying On His Will,UC,0.08,2026-04-14
OP13-016,Monkey.D.Garp,Carrying On His Will,R,0.32,2026-04-14
OP13-016,Monkey.D.Garp,Carrying On His Will,R,21.27,2026-04-14
OP13-017,Monkey.D.Dragon,Carrying On His Will,R,0.16,2026-04-14
OP13-018,Wapol,Carrying On His Will,UC,0.05,2026-04-14
OP13-019,But Ace Here Said You Deserved It!!,Carrying On His Will,R,0.11,2026-04-14
OP13-020,Meteor Fist,Carrying On His Will,UC,0.1,2026-04-14
OP13-021,Gum-Gum Gatling Gun,Carrying On His Will,C,0.07,2026-04-14
OP13-022,Windmill Village,Carrying On His Will,C,0.07,2026-04-14
OP13-023,Uta,Carrying On His Will,SR,0.47,2026-04-14
OP13-023,Uta,Carrying On His Will,SR,6.3,2026-04-14
OP13-024,Gordon,Carrying On His Will,C,0.03,2026-04-14
OP13-025,Koby,Carrying On His Will,C,0.08,2026-04-14
OP13-026,Sunny-Kun,Carrying On His Will,C,0.05,2026-04-14
OP13-027,Sanji,Carrying On His Will,R,0.23,2026-04-14
OP13-027,Sanji,Carrying On His Will,R,14.13,2026-04-14
OP13-028,Shanks (028),Carrying On His Will,SR,0.4,2026-04-14
OP13-028,Shanks (028),Carrying On His Will,SR,8.42,2026-04-14
OP13-029,Jinbe,Carrying On His Will,UC,0.04,2026-04-14
OP13-030,Tony Tony.Chopper,Carrying On His Will,UC,0.13,2026-04-14
OP13-031,Trafalgar Law,Carrying On His Will,R,0.47,2026-04-14
OP13-032,Nico Robin,Carrying On His Will,UC,0.13,2026-04-14
OP13-033,Franky,Carrying On His Will,C,0.04,2026-04-14
OP13-034,Brook,Carrying On His Will,C,0.07,2026-04-14
OP13-035,Bepo,Carrying On His Will,C,0.07,2026-04-14
OP13-036,Helmeppo,Carrying On His Will,UC,0.07,2026-04-14
OP13-037,Roronoa Zoro,Carrying On His Will,R,0.25,2026-04-14
OP13-038,Gum-Gum Elephant Gun,Carrying On His Will,UC,0.1,2026-04-14
OP13-039,Gum-Gum Snake Shot,Carrying On His Will,C,0.06,2026-04-14
OP13-040,I Know You're Strong... So I'll Go All Out from the Very Start!!!,Carrying On His Will,R,0.45,2026-04-14
OP13-041,Izo,Carrying On His Will,UC,0.08,2026-04-14
OP13-042,Edward.Newgate,Carrying On His Will,SR,1.7,2026-04-14
OP13-042,Edward.Newgate,Carrying On His Will,SR,40.3,2026-04-14
OP13-043,Otama,Carrying On His Will,R,0.35,2026-04-14
OP13-044,Curiel,Carrying On His Will,C,0.03,2026-04-14
OP13-045,Haruta,Carrying On His Will,C,0.04,2026-04-14
OP13-046,Vista,Carrying On His Will,R,0.11,2026-04-14
OP13-047,Fossa,Carrying On His Will,C,0.04,2026-04-14
OP13-048,Blamenco,Carrying On His Will,UC,0.06,2026-04-14
OP13-049,Blenheim,Carrying On His Will,UC,0.06,2026-04-14
OP13-050,Boa Sandersonia,Carrying On His Will,C,0.07,2026-04-14
OP13-051,Boa Hancock,Carrying On His Will,R,0.21,2026-04-14
OP13-051,Boa Hancock,Carrying On His Will,R,21.92,2026-04-14
OP13-052,Boa Marigold,Carrying On His Will,UC,0.1,2026-04-14
OP13-053,Marshall.D.Teach,Carrying On His Will,C,0.04,2026-04-14
OP13-054,Yamato,Carrying On His Will,SR,0.73,2026-04-14
OP13-054,Yamato,Carrying On His Will,SR,24.38,2026-04-14
OP13-055,Rakuyo,Carrying On His Will,C,0.04,2026-04-14
OP13-056,LittleOars Jr.,Carrying On His Will,C,0.04,2026-04-14
OP13-057,"If I Bowed Down to Power, What's the Point in Living?",Carrying On His Will,R,0.13,2026-04-14
OP13-058,Phoenix Pyreapple,Carrying On His Will,UC,0.07,2026-04-14
OP13-059,Brilliant Punk,Carrying On His Will,C,0.06,2026-04-14
OP13-060,Amatsuki Toki,Carrying On His Will,C,0.06,2026-04-14
OP13-061,Inuarashi,Carrying On His Will,C,0.05,2026-04-14
OP13-062,Crocus,Carrying On His Will,UC,0.06,2026-04-14
OP13-063,Kouzuki Oden,Carrying On His Will,UC,0.11,2026-04-14
OP13-064,Gol.D.Roger (064),Carrying On His Will,SR,0.3,2026-04-14
OP13-064,Gol.D.Roger (064),Carrying On His Will,SR,14.99,2026-04-14
OP13-065,Shanks (065),Carrying On His Will,R,0.19,2026-04-14
OP13-065,Shanks (065),Carrying On His Will,R,9.66,2026-04-14
OP13-066,Silvers Rayleigh,Carrying On His Will,SR,0.4,2026-04-14
OP13-066,Silvers Rayleigh,Carrying On His Will,SR,7.06,2026-04-14
OP13-067,Scopper Gaban,Carrying On His Will,R,0.14,2026-04-14
OP13-068,Douglas Bullet,Carrying On His Will,C,0.06,2026-04-14
OP13-069,Tom,Carrying On His Will,C,0.02,2026-04-14
OP13-070,Napoleon,Carrying On His Will,C,0.05,2026-04-14
OP13-071,Nekomamushi,Carrying On His Will,UC,0.07,2026-04-14
OP13-072,Buggy,Carrying On His Will,R,0.18,2026-04-14
OP13-073,Prometheus,Carrying On His Will,UC,0.06,2026-04-14
OP13-074,Hera,Carrying On His Will,C,0.06,2026-04-14
OP13-075,Guess We'll Have Another Scrap. You Can Only Risk Death While You're Still Alive!!,Carrying On His Will,UC,0.1,2026-04-14
OP13-076,Divine Departure,Carrying On His Will,R,2.17,2026-04-14
OP13-076,Divine Departure,Carrying On His Will,R,139.69,2026-04-14
OP13-077,Go All the Way to the Top!!,Carrying On His Will,C,0.07,2026-04-14
OP13-078,Oro Jackson,Carrying On His Will,C,0.06,2026-04-14
OP13-079,Imu,Carrying On His Will,L,0.18,2026-04-14
OP13-079,Imu,Carrying On His Will,L,32.5,2026-04-14
OP13-080,St. Ethanbaron V. Nusjuro,Carrying On His Will,R,0.46,2026-04-14
OP13-080,St. Ethanbaron V. Nusjuro,Carrying On His Will,R,24.52,2026-04-14
OP13-081,Koala,Carrying On His Will,C,0.08,2026-04-14
OP13-082,Five Elders,Carrying On His Will,SR,2.07,2026-04-14
OP13-082,Five Elders,Carrying On His Will,SR,44.44,2026-04-14
OP13-083,St. Jaygarcia Saturn,Carrying On His Will,R,0.46,2026-04-14
OP13-083,St. Jaygarcia Saturn,Carrying On His Will,R,19.5,2026-04-14
OP13-084,St. Shepherd Ju Peter,Carrying On His Will,R,0.45,2026-04-14
OP13-084,St. Shepherd Ju Peter,Carrying On His Will,R,18.81,2026-04-14
OP13-084,St. Shepherd Ju Peter,Carrying On His Will,R,497.48,2026-04-14
OP13-085,Saint Jalmac,Carrying On His Will,C,0.06,2026-04-14
OP13-086,Saint Shalria,Carrying On His Will,UC,0.42,2026-04-14
OP13-087,Saint Charlos,Carrying On His Will,UC,0.13,2026-04-14
OP13-088,Terry Gilteo,Carrying On His Will,UC,0.07,2026-04-14
OP13-089,St. Topman Warcury,Carrying On His Will,R,0.57,2026-04-14
OP13-089,St. Topman Warcury,Carrying On His Will,R,20.62,2026-04-14
OP13-089,St. Topman Warcury,Carrying On His Will,R,467.73,2026-04-14
OP13-090,Hack,Carrying On His Will,UC,0.1,2026-04-14
OP13-091,St. Marcus Mars,Carrying On His Will,R,0.48,2026-04-14
OP13-091,St. Marcus Mars,Carrying On His Will,R,24.29,2026-04-14
OP13-092,Saint Mjosgard,Carrying On His Will,C,0.1,2026-04-14
OP13-093,Morgans,Carrying On His Will,C,0.06,2026-04-14
OP13-094,York,Carrying On His Will,C,0.04,2026-04-14
OP13-095,Saint Rosward,Carrying On His Will,C,0.07,2026-04-14
OP13-096,The Five Elders Are at Your Service!!!,Carrying On His Will,R,0.39,2026-04-14
OP13-097,The World's Equilibrium Cannot Be Maintained Forever,Carrying On His Will,C,0.06,2026-04-14
OP13-098,Never Existed... in the First Place...,Carrying On His Will,UC,0.45,2026-04-14
OP13-099,The Empty Throne,Carrying On His Will,C,0.06,2026-04-14
OP13-100,Jewelry Bonney (100),Carrying On His Will,L,0.15,2026-04-14
OP13-100,Jewelry Bonney (100),Carrying On His Will,L,15.83,2026-04-14
OP13-101,Atlas,Carrying On His Will,UC,0.08,2026-04-14
OP13-102,Edison,Carrying On His Will,UC,0.05,2026-04-14
OP13-103,Gyogyo,Carrying On His Will,C,0.02,2026-04-14
OP13-104,Kouzuki Hiyori,Carrying On His Will,R,0.26,2026-04-14
OP13-105,Kouzuki Momonosuke,Carrying On His Will,C,0.04,2026-04-14
OP13-106,Conney,Carrying On His Will,C,0.04,2026-04-14
OP13-107,Shaka,Carrying On His Will,C,0.06,2026-04-14
OP13-108,Jewelry Bonney (108),Carrying On His Will,SR,3.3,2026-04-14
OP13-108,Jewelry Bonney (108),Carrying On His Will,SR,36.95,2026-04-14
OP13-109,Jewelry Bonney (109),Carrying On His Will,UC,0.1,2026-04-14
OP13-110,Stussy,Carrying On His Will,SR,0.33,2026-04-14
OP13-110,Stussy,Carrying On His Will,SR,14.33,2026-04-14
OP13-111,Pythagoras,Carrying On His Will,UC,0.06,2026-04-14
OP13-112,Vegapunk,Carrying On His Will,C,0.06,2026-04-14
OP13-113,Lilith,Carrying On His Will,R,0.35,2026-04-14
OP13-113,Lilith,Carrying On His Will,R,16.84,2026-04-14
OP13-114,S-Snake,Carrying On His Will,R,0.15,2026-04-14
OP13-114,S-Snake,Carrying On His Will,R,5.01,2026-04-14
OP13-115,Paper Art Afterimage,Carrying On His Will,C,0.06,2026-04-14
OP13-116,The One Who Is the Most Free Is the Pirate King!!!,Carrying On His Will,UC,0.09,2026-04-14
OP13-117,Gum-Gum Dawn Stamp,Carrying On His Will,R,0.09,2026-04-14
OP13-118,Monkey.D.Luffy (118),Carrying On His Will,SEC,30.56,2026-04-14
OP13-118,Monkey.D.Luffy (118),Carrying On His Will,SEC,85.14,2026-04-14
OP13-118,Monkey.D.Luffy (118),Carrying On His Will,SEC,429.03,2026-04-14
OP13-118,Monkey.D.Luffy (118),Carrying On His Will,SEC,1985.54,2026-04-14
OP13-118,Monkey.D.Luffy (118),Carrying On His Will,SEC,8241.73,2026-04-14
OP13-119,Portgas.D.Ace (119),Carrying On His Will,SEC,2.68,2026-04-14
OP13-119,Portgas.D.Ace (119),Carrying On His Will,SEC,21.06,2026-04-14
OP13-119,Portgas.D.Ace (119),Carrying On His Will,SEC,666.61,2026-04-14
OP13-120,Sabo (120) (SP),Carrying On His Will,SEC,23.58,2026-04-14
OP13-120,Sabo (120) (SP),Carrying On His Will,SEC,135.59,2026-04-14
OP13-120,Sabo (120) (SP),Carrying On His Will,SEC,837.72,2026-04-14
OP14-001,Trafalgar Law - OP14-001,The Azure Sea's Seven,L,0.1,2026-04-14
OP14-001,Trafalgar Law - OP14-001,The Azure Sea's Seven,L,20.68,2026-04-14
OP14-002,Urouge,The Azure Sea's Seven,UC,0.1,2026-04-14
OP14-003,"Capone""Gang""Bege",The Azure Sea's Seven,C,0.06,2026-04-14
OP14-004,Cavendish,The Azure Sea's Seven,UC,0.1,2026-04-14
OP14-005,Killer,The Azure Sea's Seven,C,0.08,2026-04-14
OP14-006,Shachi & Penguin,The Azure Sea's Seven,C,0.05,2026-04-14
OP14-007,Jewelry Bonney,The Azure Sea's Seven,C,0.13,2026-04-14
OP14-008,Scratchmen Apoo,The Azure Sea's Seven,C,0.08,2026-04-14
OP14-009,Trafalgar Law - OP14-009 (Alternate Art),The Azure Sea's Seven,SR,12.94,2026-04-14
OP14-009,Trafalgar Law - OP14-009 (Alternate Art),The Azure Sea's Seven,SR,0.64,2026-04-14
OP14-010,Basil Hawkins,The Azure Sea's Seven,UC,0.13,2026-04-14
OP14-011,Bartolomeo,The Azure Sea's Seven,UC,0.12,2026-04-14
OP14-012,Bepo,The Azure Sea's Seven,C,0.06,2026-04-14
OP14-013,Monkey.D.Luffy - OP14-013,The Azure Sea's Seven,SR,0.58,2026-04-14
OP14-013,Monkey.D.Luffy - OP14-013,The Azure Sea's Seven,SR,11.81,2026-04-14
OP14-014,"Eustass""Captain""Kid - OP14-014",The Azure Sea's Seven,R,0.12,2026-04-14
OP14-015,Roronoa Zoro - OP14-015 (Alternate Art),The Azure Sea's Seven,R,8.36,2026-04-14
OP14-015,Roronoa Zoro - OP14-015 (Alternate Art),The Azure Sea's Seven,R,0.18,2026-04-14
OP14-016,X.Drake,The Azure Sea's Seven,R,0.21,2026-04-14
OP14-017,Chambres,The Azure Sea's Seven,C,0.08,2026-04-14
OP14-018,Time for the Counterattack,The Azure Sea's Seven,R,0.13,2026-04-14
OP14-019,I Have a Plan to Take Down One of the Four Emperors!!,The Azure Sea's Seven,UC,0.13,2026-04-14
OP14-020,Dracule Mihawk - OP14-020,The Azure Sea's Seven,L,0.16,2026-04-14
OP14-020,Dracule Mihawk - OP14-020,The Azure Sea's Seven,L,33.3,2026-04-14
OP14-021,Issho - OP14-021,The Azure Sea's Seven,C,0.07,2026-04-14
OP14-022,Usopp,The Azure Sea's Seven,UC,0.13,2026-04-14
OP14-023,Kikunojo - OP14-023,The Azure Sea's Seven,R,0.32,2026-04-14
OP14-024,Kin'emon,The Azure Sea's Seven,C,0.1,2026-04-14
OP14-025,Kuro,The Azure Sea's Seven,C,0.05,2026-04-14
OP14-026,Kouzuki Oden,The Azure Sea's Seven,UC,0.19,2026-04-14
OP14-027,Shanks,The Azure Sea's Seven,R,0.82,2026-04-14
OP14-027,Shanks,The Azure Sea's Seven,R,16.73,2026-04-14
OP14-028,Johnny,The Azure Sea's Seven,C,0.06,2026-04-14
OP14-029,Tashigi,The Azure Sea's Seven,R,0.36,2026-04-14
OP14-030,Chaka & Pell - OP14-030,The Azure Sea's Seven,C,0.05,2026-04-14
OP14-031,Nami,The Azure Sea's Seven,SR,6.85,2026-04-14
OP14-031,Nami,The Azure Sea's Seven,SR,71.41,2026-04-14
OP14-032,Humandrill,The Azure Sea's Seven,UC,0.12,2026-04-14
OP14-033,Perona - OP14-033,The Azure Sea's Seven,SR,2.37,2026-04-14
OP14-033,Perona - OP14-033,The Azure Sea's Seven,SR,29.25,2026-04-14
OP14-034,Monkey.D.Luffy - OP14-34,The Azure Sea's Seven,R,0.21,2026-04-14
OP14-035,Yosaku,The Azure Sea's Seven,C,0.05,2026-04-14
OP14-036,"Strive to Surpass me, Roronoa Zoro!!!",The Azure Sea's Seven,C,0.11,2026-04-14
OP14-037,For Fun,The Azure Sea's Seven,R,0.12,2026-04-14
OP14-038,I Never Bother to Remember the Faces of Trash,The Azure Sea's Seven,UC,0.06,2026-04-14
OP14-039,Coffin Boat,The Azure Sea's Seven,UC,0.11,2026-04-14
OP14-040,Jinbe - OP14-040,The Azure Sea's Seven,L,0.1,2026-04-14
OP14-040,Jinbe - OP14-040,The Azure Sea's Seven,L,17.45,2026-04-14
OP14-041,Boa Hancock - OP14-041,The Azure Sea's Seven,L,0.23,2026-04-14
OP14-041,Boa Hancock - OP14-041,The Azure Sea's Seven,L,102.35,2026-04-14
OP14-042,Arlong (Alternate Art),The Azure Sea's Seven,C,4.77,2026-04-14
OP14-042,Arlong (Alternate Art),The Azure Sea's Seven,C,0.13,2026-04-14
OP14-043,Aladine,The Azure Sea's Seven,R,0.14,2026-04-14
OP14-044,Edward.Newgate,The Azure Sea's Seven,C,0.07,2026-04-14
OP14-045,Kuroobi,The Azure Sea's Seven,UC,0.09,2026-04-14
OP14-046,Koala,The Azure Sea's Seven,UC,0.1,2026-04-14
OP14-047,Shirahoshi,The Azure Sea's Seven,R,0.17,2026-04-14
OP14-048,Shiryu,The Azure Sea's Seven,C,0.06,2026-04-14
OP14-049,Jinbe - OP14-049,The Azure Sea's Seven,SR,1.09,2026-04-14
OP14-049,Jinbe - OP14-049,The Azure Sea's Seven,SR,13.37,2026-04-14
OP14-050,Chew,The Azure Sea's Seven,UC,0.13,2026-04-14
OP14-051,Hatchan,The Azure Sea's Seven,C,0.06,2026-04-14
OP14-052,Hannyabal,The Azure Sea's Seven,C,0.06,2026-04-14
OP14-053,Vista,The Azure Sea's Seven,C,0.06,2026-04-14
OP14-054,Fisher Tiger,The Azure Sea's Seven,UC,0.09,2026-04-14
OP14-055,The Macro Gang,The Azure Sea's Seven,C,0.06,2026-04-14
OP14-056,Wadatsumi,The Azure Sea's Seven,C,0.07,2026-04-14
OP14-057,Don't Worry!! I'm Here!!,The Azure Sea's Seven,C,0.06,2026-04-14
